customer_id,country,is_uk,high_value_user,pre_orders,pre_items,pre_revenue,pre_avg_basket,pre_recency_days,log_pre_orders,log_pre_revenue,treatment,conversion_30d,orders_30d,gmv_30d,coupon_targeted_obs,gmv_30d_obs
12536,France,0,1,1,2801,4279.71,16.523976833976835,8,0.6931471805599453,8.361874162668443,0,1,1,36.47279598052214,1,46.02320794136375
12539,Spain,0,1,3,1621,4517.69,19.642130434782608,211,1.3862943611198906,8.415977407810622,0,1,1,60.472534550777034,1,78.86428692664968
12540,Spain,0,1,15,6046,11938.26,27.958454332552694,2,2.772588722239781,9.387587408476554,1,1,3,199.91130477297673,1,222.66300585675884
12541,Spain,0,0,2,419,536.14,19.14785714285714,122,1.0986122886681098,6.286258768165544,0,1,1,48.019800318298785,1,54.781565748324596
12546,Spain,0,0,1,475,760.2,16.893333333333334,27,0.6931471805599453,6.634896135421995,1,1,1,50.265664566512925,1,56.386177854582144
12553,France,0,1,8,1571,2897.14,18.336329113924048,8,2.1972245773362196,7.971824430892521,1,1,4,187.015629152228,1,203.87490700766
12557,Spain,0,1,4,3464,9000.960000000001,310.3779310344828,108,1.6094379124341003,9.105197610385996,1,1,4,2467.27588638549,1,2477.377941083041
12560,Germany,0,1,2,820,1436.31,18.653376623376623,61,1.0986122886681098,7.270528590022721,1,1,2,101.1886840056304,1,107.28777230586537
12562,France,0,1,5,1241,2507.4700000000003,19.743858267716536,5,1.791759469228055,7.827428284514545,1,1,2,87.1433327346757,1,108.02964697530676
12567,France,0,1,9,3533,7849.98,21.506794520547945,46,2.302585092994046,8.968393643748826,0,1,3,154.663655298735,1,165.95794773859438
12569,Germany,0,1,19,1192,2754.66,23.34457627118644,0,2.995732273553991,7.921412257324351,0,1,6,323.66380307938215,1,337.7744945517034
12571,France,0,0,1,197,248.35,17.739285714285714,71,0.6931471805599453,5.518857531992132,0,0,0,0.0,1,4.339249753951607
12572,Germany,0,0,1,293,532.74,14.798333333333334,1,0.6931471805599453,6.279908829004327,0,1,5,193.54129713490568,1,209.20182602438368
12576,Poland,0,0,4,665,936.55,15.105645161290322,45,1.6094379124341003,6.843270089755728,0,1,1,41.7818600198234,0,46.900916969527486
12577,France,0,0,1,134,195.89,2.923731343283582,308,0.6931471805599453,5.282645197153741,1,0,0,0.0,0,0.0
12578,Italy,0,1,1,748,1608.66,22.980857142857143,279,0.6931471805599453,7.383778255552623,0,1,1,41.57046873629176,1,48.491084547715246
12583,France,0,1,12,4016,5414.44,28.800212765957443,7,2.5649493574615367,8.597009411905026,0,1,3,188.09962558116598,1,200.01804675201677
12584,Italy,0,1,6,246,1380.45,21.91190476190476,7,1.9459101490553132,7.23088895116417,0,1,5,263.8733291467712,1,281.2942453464695
12589,France,0,0,1,83,131.5,13.15,94,0.6931471805599453,4.886582645426277,0,0,0,0.0,1,9.13181422447859
12594,Italy,0,1,8,1440,2529.9,27.203225806451613,71,2.1972245773362196,7.836330249689511,1,1,3,202.12326843664667,1,216.7778567033586
12597,Spain,0,1,2,675,1428.81,18.318076923076923,132,1.0986122886681098,7.265296847293467,1,1,1,76.10611369519492,1,91.37630625201379
12598,France,0,1,5,1259,1946.1399999999999,24.02641975308642,20,1.791759469228055,7.5741169082827575,1,1,1,65.80871524116706,1,84.36149263015602
12599,France,0,0,6,749,857.04,17.855,76,1.9459101490553132,6.754650718447902,1,1,5,243.03912796255028,1,250.78797273816002
12600,Germany,0,1,9,613,2219.46,40.353818181818184,34,2.302585092994046,7.705469660609084,0,1,1,81.56615213874764,1,98.26623284150466
12610,Italy,0,1,2,625,1256.25,17.447916666666668,56,1.0986122886681098,7.136682075052074,1,1,2,83.82837626102719,1,91.9068610145566
12615,France,0,1,2,751,1211.3899999999999,20.189833333333333,21,1.0986122886681098,7.100348897046696,0,1,1,45.19852570766366,1,74.52163036951562
12619,Germany,0,1,7,2395,2760.38,46.78610169491525,27,2.0794415416798357,7.923485833752847,0,1,1,103.33458476428149,1,115.63142884838396
12620,France,0,0,2,740,939.3199999999999,16.479298245614032,30,1.0986122886681098,6.84622024286434,0,0,0,0.0,1,9.221558047303864
12621,Germany,0,1,18,6195,11891.19,30.257480916030534,2,2.9444389791664403,9.383637161117836,1,1,6,434.715771110569,1,452.1145642592863
12626,Germany,0,1,7,3193,6151.55,22.953544776119404,14,2.0794415416798357,8.72462190900992,0,1,1,51.17293672904365,1,62.7081936546404
12627,Germany,0,1,6,2443,3911.55,19.460447761194033,13,1.9459101490553132,8.271944614319466,0,1,3,137.348391722318,1,151.3953404878148
12628,Germany,0,0,1,195,333.64,19.625882352941176,14,0.6931471805599453,5.813055327133943,1,1,4,196.97309814530254,1,204.9471497932432
12640,France,0,0,1,246,764.59,18.20452380952381,31,0.6931471805599453,6.640646778402448,0,0,0,0.0,1,2.5157714445597383
12642,Germany,0,0,2,385,658.41,18.811714285714285,0,1.0986122886681098,6.4913454958244285,1,0,0,0.0,1,10.63153655323783
12645,Germany,0,1,3,825,1310.8600000000001,22.217966101694916,59,1.3862943611198906,7.1792012564933305,0,0,0,0.0,1,4.104668970447614
12647,Germany,0,1,11,1299,3401.67,29.83921052631579,27,2.4849066497880004,8.132315696539806,0,1,1,73.33400454168292,1,97.8502551961826
12654,Germany,0,0,3,151,337.75,15.352272727272727,147,1.3862943611198906,5.825262372193911,0,1,1,33.12687860152861,1,45.884703911398965
12656,France,0,1,4,1548,3465.42,35.361428571428576,22,1.6094379124341003,8.150877640083646,1,1,3,249.79706794698205,1,267.6318020929023
12657,France,0,0,1,259,618.44,22.087142857142858,28,0.6931471805599453,6.428815844078469,0,1,1,49.83719971823226,0,39.417347043632816
12662,Germany,0,1,8,1697,3175.28,16.889787234042554,2,2.1972245773362196,8.063465979690124,0,1,1,58.059502513666445,1,67.30433047390832
12664,Finland,0,1,6,725,2921.88,108.21777777777778,8,1.9459101490553132,7.980324710556579,0,1,2,409.40325371018855,1,431.7393244350189
12668,Germany,0,1,3,1334,2924.4700000000003,23.77617886178862,208,1.3862943611198906,7.981210430518388,1,0,0,0.0,1,38.907448382237604
12670,France,0,1,3,761,1634.47,28.18051724137931,48,1.3862943611198906,7.399685503795835,1,1,1,73.80885709283567,1,94.97701188317785
12673,Germany,0,0,1,171,220.9,9.604347826086956,276,0.6931471805599453,5.402226829938548,1,1,1,22.012628890075526,0,28.234289351581232
12674,France,0,1,3,787,1402.0,23.76271186440678,41,1.3862943611198906,7.246368080102461,0,1,1,54.044310801662746,1,71.19415617034788
12676,Sweden,0,1,5,603,1149.73,31.073783783783785,20,1.791759469228055,7.048151802576732,1,1,1,70.70158682944432,1,79.6166036551833
12678,France,0,1,10,5682,8680.5,84.27669902912622,28,2.3978952727983707,9.068949603784192,1,1,1,171.65576807856164,1,191.62681257776362
12680,France,0,0,3,338,613.36,16.5772972972973,23,1.3862943611198906,6.420581075547427,1,1,3,127.39604566084328,1,128.78880163826173
12681,France,0,1,16,5898,10657.12,20.8146875,27,2.833213344056216,9.274077321941402,0,1,2,110.05302098136795,1,116.78950999052883
12682,France,0,1,24,4094,9225.79,22.392694174757285,10,3.2188758248682006,9.129866488026181,0,1,3,150.935041196086,1,157.29386524345506
12683,France,0,1,13,4510,7679.09,24.851423948220067,0,2.6390573296152584,8.946386544823055,0,1,2,119.1292050403083,1,138.98354091931787
12684,France,0,1,5,1459,1627.24,23.583188405797102,13,1.791759469228055,7.3952549558446234,1,1,4,238.36882306378973,1,252.02433873422473
12685,France,0,1,5,1320,2449.96,18.14785185185185,0,1.791759469228055,7.804235063525501,0,1,1,30.696332175581578,1,45.30148077500786
12689,France,0,0,1,281,511.03,15.030294117647058,77,0.6931471805599453,6.238383217072961,0,1,1,44.24622379602911,1,52.15380017372501
12691,France,0,0,5,297,859.4,28.646666666666665,8,1.791759469228055,6.757397397393575,0,1,2,112.99286790242306,1,114.2385686552337
12695,France,0,0,3,206,497.0,20.708333333333332,15,1.3862943611198906,6.210600077024653,1,1,1,58.019668281651605,1,61.99528284554718
12697,Sweden,0,0,2,359,733.91,25.307241379310344,81,1.0986122886681098,6.599748042735756,0,1,2,110.03415253420876,1,114.31159529668804
12700,France,0,1,3,2266,3625.24,17.181232227488152,15,1.3862943611198906,8.195951577762042,1,1,1,46.443987982801495,1,52.01235929944933
12704,Finland,0,1,4,603,1346.47,20.71492307692308,27,1.6094379124341003,7.205984039084483,1,1,1,40.28701096527508,1,51.26175039347297
12705,Germany,0,1,5,3060,5005.14,20.512868852459018,27,1.791759469228055,8.518420438040938,1,1,3,159.73487438358916,1,167.24703564521172
12708,Germany,0,1,8,1154,2399.14,17.259999999999998,22,2.1972245773362196,7.783282347968048,0,1,1,52.337504179706194,1,69.80355795290815
12709,Germany,0,1,13,3504,8588.74,47.71522222222222,8,2.6390573296152584,9.058323746767021,1,1,1,97.6487377197738,1,115.61456410357475
12712,Germany,0,1,11,943,3913.08,34.32526315789474,56,2.4849066497880004,8.272335587195274,1,1,4,312.6815754543494,1,318.91974071851007
12714,France,0,1,4,2258,3389.7,17.747120418848166,56,1.6094379124341003,8.128791668733953,1,1,1,52.00661232991574,1,64.22682174442774
12716,France,0,0,1,503,677.9,15.064444444444444,83,0.6931471805599453,6.520473841307601,0,1,1,43.91218323646939,1,63.04854252436961
12719,France,0,0,1,162,283.6,15.755555555555556,14,0.6931471805599453,5.651084685655752,0,0,0,0.0,1,2.1154226139302414
12720,Germany,0,1,20,3668,4477.2,15.654545454545454,2,3.044522437723423,8.406976458957239,0,1,12,502.29224545600954,1,518.85207236278
12721,France,0,1,5,1550,2041.81,16.20484126984127,29,1.791759469228055,7.622081590003332,0,1,3,128.79167769262617,1,143.42480929664347
12723,France,0,0,2,190,299.40999999999997,8.316944444444443,14,1.0986122886681098,5.705148208283984,0,1,2,60.91018662452961,1,75.46751197157506
12724,France,0,0,3,370,823.1700000000001,18.29266666666667,31,1.3862943611198906,6.714376819309962,0,0,0,0.0,1,9.772801048144437
12726,France,0,1,6,2380,1824.6399999999999,20.734545454545454,36,1.9459101490553132,7.50968588947251,0,1,2,80.0908285508412,1,91.5030556832987
12727,France,0,1,6,1756,3337.7,28.773275862068964,45,1.9459101490553132,8.113336788647489,1,1,3,213.4329654400886,1,227.8335501689259
12731,France,0,1,11,7775,17398.39,69.04123015873016,1,2.4849066497880004,9.764190427116828,0,1,3,403.17076257483404,1,417.65898223855646
12747,United Kingdom,1,1,9,1070,3444.7799999999997,40.526823529411764,16,2.302585092994046,8.14490557291407,1,1,3,280.67175176536284,1,296.1215806716659
12748,United Kingdom,1,1,147,14634,20637.71,8.225472299721003,1,4.997212273764115,9.934923717642292,1,1,15,432.0667615572372,1,440.1520928252931
12749,United Kingdom,1,1,3,1080,2755.23,21.525234375,80,1.3862943611198906,7.9216190829330015,0,1,2,103.87123754116377,1,127.32976918675112
12753,Japan,0,1,5,9211,16620.91,100.12596385542169,85,1.791759469228055,9.718476983587424,1,1,2,407.45978365578713,1,427.8583851829731
12757,Portugal,0,1,10,2046,7161.6,20.638616714697406,0,2.3978952727983707,8.876628322531117,0,1,2,106.94290959969997,1,114.67777543848084
12766,Portugal,0,1,6,3379,6271.2,21.775,7,1.9459101490553132,8.743882449276942,1,1,2,98.69740960542329,1,110.89305581232077
12775,Netherlands,0,1,4,740,1164.68,22.39769230769231,139,1.6094379124341003,7.061059886705599,0,1,1,74.77154040723806,1,87.42102639111276
12778,Netherlands,0,0,5,670,663.99,15.809285714285714,12,1.791759469228055,6.499772002948803,1,1,3,149.81813634987012,1,150.87902354687262
12779,Poland,0,1,7,1385,2999.41,28.84048076923077,139,2.0794415416798357,8.006504224978876,0,1,6,399.80418816235743,1,402.60341055578385
12782,Portugal,0,1,4,958,2078.67,23.355842696629214,99,1.6094379124341003,7.639964506262357,0,1,1,66.79530671167768,1,76.77175080020366
12783,Portugal,0,1,4,393,1603.07,29.68648148148148,3,1.6094379124341003,7.380299428371979,0,1,2,130.0258497509969,1,141.88743570948975
12787,Netherlands,0,0,2,210,344.65999999999997,21.541249999999998,41,1.0986122886681098,5.845455632972347,1,1,3,171.60435455747208,1,170.95695455728796
12798,Japan,0,1,1,2256,1607.04,267.84,120,0.6931471805599453,7.382771325051409,1,1,2,1066.3201550172387,1,1081.3820216017516
12808,Portugal,0,0,2,108,281.35,17.584375,134,1.0986122886681098,5.643147436118846,0,1,2,71.76857457754694,1,86.74571239744498
12820,United Kingdom,1,0,2,363,388.23,15.529200000000001,24,1.0986122886681098,5.9641704285334365,0,1,1,54.98457414030688,1,70.03727101729848
12826,United Kingdom,1,0,5,854,1052.6200000000001,15.255362318840582,21,1.791759469228055,6.959987132784972,0,1,1,50.747896803138104,1,59.98778288418579
12828,United Kingdom,1,0,4,309,661.3100000000001,17.402894736842107,15,1.6094379124341003,6.495733724274727,1,1,4,181.65249313397197,1,180.6100229548448
12830,United Kingdom,1,1,5,8696,6414.32,178.17555555555555,40,1.791759469228055,8.766444158892133,0,1,1,320.46415742668853,1,340.7583714706428
12832,United Kingdom,1,0,1,132,267.8,14.877777777777778,48,0.6931471805599453,5.5939676086489944,0,0,0,0.0,1,10.878353014387349
12838,United Kingdom,1,0,1,228,390.79,6.623559322033898,323,0.6931471805599453,5.970725981958582,1,1,1,6.90707126976897,1,19.453177925077092
12839,United Kingdom,1,1,10,2276,3376.05,16.713118811881188,21,2.3978952727983707,8.124757826316824,1,1,1,54.90111149647681,1,82.51772829829189
12841,United Kingdom,1,1,20,2311,3459.28,10.026898550724638,1,3.044522437723423,8.149104789633022,0,1,6,164.2574146791843,1,175.3085449020004
12844,United Kingdom,1,0,1,77,174.88,6.2457142857142856,80,0.6931471805599453,5.169801944312609,1,0,0,0.0,1,0.0
12849,United Kingdom,1,0,1,514,704.5,19.569444444444443,218,0.6931471805599453,6.558906771292869,0,1,1,38.788066522203124,1,42.46733905534458
12856,United Kingdom,1,0,2,488,997.18,6.392179487179487,6,1.0986122886681098,6.905933620769868,1,1,1,10.414184780774463,0,15.33045519038139
12865,Austria,0,0,1,550,981.38,16.920344827586206,73,0.6931471805599453,6.889978198879456,0,1,4,172.21003369140638,1,180.3715891018946
12867,United Kingdom,1,1,6,3374,3025.74,6.987852193995381,46,1.9459101490553132,8.0152414117086,1,1,1,23.206390812006713,0,23.912574034414625
12877,United Kingdom,1,1,10,822,1160.3700000000001,13.492674418604652,28,2.3978952727983707,7.0573556217105775,1,1,3,125.95116826355601,1,133.43286396449744
12879,United Kingdom,1,0,2,202,507.7,72.52857142857142,31,1.0986122886681098,6.231858451828719,1,1,4,586.0399473127129,1,593.9122932178085
12883,United Kingdom,1,0,1,68,291.63,15.348947368421053,38,0.6931471805599453,5.678909012380178,0,1,1,32.05495880841967,1,34.57839078912883
12895,United Kingdom,1,0,1,142,267.8,16.7375,36,0.6931471805599453,5.5939676086489944,1,0,0,0.0,1,13.123800509527152
12901,United Kingdom,1,1,22,14928,13771.27,148.07817204301077,4,3.1354942159291497,9.530412429261883,0,1,7,1927.9415009186566,1,1941.472939586899
12904,United Kingdom,1,0,1,165,244.69,7.6465625,122,0.6931471805599453,5.5040705786581645,0,1,2,69.50954909978512,1,75.74684179379484
12906,United Kingdom,1,1,2,1163,1936.5900000000001,41.20404255319149,27,1.0986122886681098,7.569200211761562,1,0,0,0.0,1,11.45034158246196
12909,United Kingdom,1,1,4,1036,1857.35,21.851176470588236,37,1.6094379124341003,7.527444276229858,0,1,1,52.25937969929835,1,69.83811605878192
12910,United Kingdom,1,1,6,1506,2616.58,39.05343283582089,14,1.9459101490553132,7.870005505792442,1,1,2,169.52145920660652,1,185.77711454916673
12913,United Kingdom,1,0,3,345,866.39,57.75933333333333,232,1.3862943611198906,6.765488702628331,1,1,3,362.3109307450989,0,365.52267436427445
12919,United Kingdom,1,0,3,203,441.65,27.603125,66,1.3862943611198906,6.092779390057058,0,1,1,70.42136702486364,1,81.5021436876985
12921,United Kingdom,1,1,27,6724,11395.98,21.665361216730037,33,3.332204510175204,9.341103687006429,1,1,6,325.32088303371876,1,340.88770981413853
12925,United Kingdom,1,0,1,258,368.31,16.013478260869565,24,0.6931471805599453,5.911636399748068,0,1,1,43.200599539982115,1,47.001816039233574
12928,United Kingdom,1,1,3,690,1136.14,21.03962962962963,97,1.3862943611198906,7.036271617217145,1,1,1,53.73347949518751,1,65.35119873479994
12931,United Kingdom,1,1,12,22898,34440.06,506.47147058823526,17,2.5649493574615367,10.447004736232953,0,1,2,1841.6091674168183,1,1855.2411179859846
12933,United Kingdom,1,0,2,378,357.49,7.295714285714286,120,1.0986122886681098,5.881900765647841,1,1,1,21.12697254008129,1,43.51814396861123
12935,United Kingdom,1,1,4,1268,1535.34,16.688478260869566,59,1.6094379124341003,7.337158243379065,0,1,1,44.9724695864203,1,52.87945166391943
12936,United Kingdom,1,0,1,434,798.46,24.195757575757575,28,0.6931471805599453,6.68393649975286,0,1,3,156.8882095452165,1,164.37435052531518
12937,United Kingdom,1,0,3,521,826.44,13.774000000000001,20,1.3862943611198906,6.718336597069548,0,0,0,0.0,1,10.589602360662933
12944,United Kingdom,1,0,1,145,286.95,20.49642857142857,304,0.6931471805599453,5.6627868539526816,1,1,4,200.6372104035082,0,200.81721388387325
12948,United Kingdom,1,1,5,952,1727.33,17.102277227722773,8,1.791759469228055,7.454910903353349,1,1,4,186.10098076925462,1,208.54479801788105
12949,United Kingdom,1,1,7,2048,3449.42,19.27050279329609,63,2.0794415416798357,8.146251241746233,1,1,2,114.68334052202079,1,128.83235293900358
12951,United Kingdom,1,0,5,331,751.78,16.706222222222223,123,1.791759469228055,6.623773020436845,1,1,1,42.49283954773048,1,51.08559115282683
12952,United Kingdom,1,0,1,408,731.54,17.84243902439024,27,0.6931471805599453,6.596517946908819,1,1,3,148.1646726702126,1,163.05244375191052
12955,United Kingdom,1,1,7,1806,2113.12,22.48,1,2.0794415416798357,7.656393929246769,1,1,6,322.04639144116175,1,348.910661418672
12957,United Kingdom,1,1,6,1713,2640.7200000000003,16.5045,21,1.9459101490553132,7.8791854991480195,0,1,2,78.71256986359406,1,103.15756010728403
12962,United Kingdom,1,0,1,78,170.54000000000002,15.503636363636366,63,0.6931471805599453,5.144816475562275,1,0,0,0.0,1,9.180076695345138
12963,United Kingdom,1,0,3,394,724.93,19.077105263157893,3,1.3862943611198906,6.5874535914434285,1,1,3,165.20049363416985,0,166.9034083637754
12970,United Kingdom,1,0,2,8,23.8,2.975,272,1.0986122886681098,3.2108436531709366,0,1,3,32.46547916740109,0,34.74579463610632
12971,United Kingdom,1,1,70,7086,9035.66,38.449617021276595,1,4.2626798770413155,9.109044916089177,0,1,10,811.1310077640511,1,828.0130042148267
12981,United Kingdom,1,0,1,134,187.18,17.016363636363636,83,0.6931471805599453,5.237398951578619,1,0,0,0.0,1,4.915911313913111
12989,United Kingdom,1,1,12,2792,6440.02,174.05459459459462,3,2.5649493574615367,8.770442191649973,0,1,1,317.4480662176016,0,331.0676290107342
12990,United Kingdom,1,0,2,130,263.9,37.699999999999996,135,1.0986122886681098,5.579352396278024,1,1,1,81.72461189574331,1,92.96426666208002
12991,United Kingdom,1,0,1,361,303.56,13.798181818181819,61,0.6931471805599453,5.718868112074242,0,1,1,40.15411712328267,1,49.88497999039078
12993,United Kingdom,1,0,3,204,372.4,15.516666666666666,70,1.3862943611198906,5.922650231107622,0,1,1,41.7750855372278,0,36.14821327787337
