customer_id,high_value_user,is_uk,pre_recency_days,pred_treat,pred_control,cate_hat
12474,1,0,0,189.3900555130601,129.6453299327438,59.7447255803163
12476,1,0,34,237.81724411370465,147.96717581846343,89.85006829524121
12477,1,0,6,281.08802288934953,364.6732196434015,-83.58519675405199
12480,1,0,93,100.28245170186418,63.855061822116454,36.42738987974772
12481,1,0,15,239.18811521371802,150.43653810934276,88.75157710437526
12483,1,0,48,195.40203709794957,89.81587676566734,105.58616033228223
12484,1,0,50,78.03939817445682,53.37868027447035,24.660717899986473
12488,0,0,25,108.88066624961071,50.91719984520008,57.96346640441063
12490,1,0,43,138.67798864648822,117.81871783397602,20.859270812512193
12494,0,0,111,111.26403810260761,70.98445995974473,40.27957814286289
12498,0,0,7,83.59414346184626,62.140400899474166,21.453742562372092
12500,1,0,1,303.438385814436,253.78455339548594,49.65383241895006
12517,1,0,23,67.46831323280516,39.04120222717571,28.42711100562945
12518,1,0,8,114.39465827908948,61.076797165761334,53.31786111332815
12522,0,0,0,57.69289088829006,51.2400398345546,6.452851053735458
12523,1,0,13,143.4895088998948,74.66878255737612,68.82072634251867
12524,1,0,13,252.5616481265665,163.78973892224852,88.77190920431798
12526,0,0,3,106.84993839222113,76.0689953796659,30.780943012555227
12528,1,0,13,118.62917439082953,94.01854882775119,24.610625563078344
12536,1,0,8,128.72315731116475,73.91612841266856,54.8070288984962
12539,1,0,211,132.5951568627034,74.02395044247857,58.571206420224826
12540,1,0,2,350.2129589397883,533.0501802358853,-182.83722129609697
12541,0,0,122,76.44993668932727,52.99159457030562,23.45834211902165
12546,0,0,27,84.10409753221278,60.219401402981674,23.884696129231102
12553,1,0,8,134.9800807650586,102.0001149358733,32.9799658291853
12557,1,0,108,1787.791157581597,640.6786171239548,1147.1125404576421
12560,1,0,61,99.6920097539521,51.14117747408713,48.55083227986498
12562,1,0,5,115.67740668701279,101.92022954792368,13.757177139089109
12567,1,0,46,177.6856683348972,129.65409227934344,48.03157605555376
12569,1,0,0,248.492167214514,165.9061495641353,82.58601765037872
12571,0,0,71,73.72514924262104,48.768406021589456,24.956743221031587
12572,0,0,1,70.77696101403986,58.241728879855884,12.535232134183971
12576,0,0,45,75.28052323239861,55.88061221253008,19.399911019868526
12577,0,0,308,31.63552894706363,24.496130946276782,7.139398000786848
12578,1,0,279,105.24103898797725,52.023758308880325,53.21728067909692
12583,1,0,7,255.18133229888286,181.44685018618068,73.73448211270218
12584,1,0,7,129.55890786859456,104.9570728063511,24.601835062243453
12589,0,0,94,47.465173172469875,34.60352268779263,12.861650484677241
12594,1,0,71,210.71376849825236,117.28834084322429,93.42542765502807
12597,1,0,132,102.13929731127458,58.86220350394553,43.277093807329045
12598,1,0,20,142.42704061621444,105.66730304044503,36.75973757576941
12599,0,0,76,118.24310060124203,70.4286976336873,47.81440296755473
12600,1,0,34,233.87773735001377,167.8490583006371,66.02867904937668
12610,1,0,56,102.9619975588321,62.73629769962362,40.225699859208476
12615,1,0,21,102.38294323487139,57.317991761884585,45.064951472986806
12619,1,0,27,244.30161677287614,202.94850204695794,41.3531147259182
12620,0,0,30,89.33012444063301,54.7597621779313,34.570362262701714
12621,1,0,2,398.98803104859644,545.6401958465126,-146.65216479791616
12626,1,0,14,206.92796772618613,132.6451248610719,74.28284286511422
12627,1,0,13,137.07068591595956,107.04816936139729,30.022516554562273
12628,0,0,14,89.32948174975229,51.52555037713849,37.8039313726138
12640,0,0,31,78.06109717024312,41.970727711680446,36.09036945856267
12642,0,0,0,89.02342460844963,66.35794518415305,22.665479424296578
12645,1,0,59,104.51906305226451,52.73347997742695,51.78558307483756
12647,1,0,27,247.9714302362902,157.75415896455425,90.21727127173594
12654,0,0,147,64.34902813857325,50.01812373300994,14.330904405563302
12656,1,0,22,175.59394659117092,137.237821367146,38.35612522402491
12657,0,0,28,79.91070030691805,50.603731215160344,29.3069690917577
12662,1,0,2,141.56232951498643,84.7097187881044,56.852610726882034
12664,1,0,8,1456.5256543926655,531.8437051222899,924.6819492703756
12668,1,0,208,106.52916479689313,92.97299385852334,13.556170938369789
12670,1,0,48,127.58095979171713,64.81164644686447,62.76931334485266
12673,0,0,276,52.759698224096084,37.266712258544466,15.492985965551618
12674,1,0,41,108.11297820936423,52.267481746594285,55.845496462769944
12676,1,0,20,187.21741399743138,103.3095171314733,83.90789686595808
12678,1,0,28,329.0897555019167,570.7909591483811,-241.70120364646442
12680,0,0,23,96.51650020124362,59.39896292495133,37.11753727629229
12681,1,0,27,244.03166579123854,453.37026662799093,-209.3386008367524
12682,1,0,10,325.0156692124134,222.19783186546576,102.81783734694764
12683,1,0,0,235.71526484975163,167.1153715110024,68.59989333874924
12684,1,0,13,146.71476568947378,108.47651575416845,38.23824993530533
12685,1,0,0,116.9195231981548,96.49482353659728,20.424699661557526
12689,0,0,77,57.57777726914952,46.78916979162529,10.78860747752423
12691,0,0,8,173.9595163774839,104.94962400588143,69.00989237160248
12695,0,0,15,92.61332940988662,50.44568397230147,42.16764543758515
12697,0,0,81,112.50430976994272,63.99458414592732,48.5097256240154
12700,1,0,15,114.26389755647601,74.05463978398856,40.20925777248745
12704,1,0,27,107.68621249053385,62.68879748256952,44.99741500796433
12705,1,0,27,150.75538156434024,104.10740599477099,46.647975569569255
12708,1,0,22,132.36923005035047,77.45216582655486,54.917064223795606
12709,1,0,8,283.02061175952207,236.75659754164428,46.26401421787779
12712,1,0,56,261.07172353690055,157.68611663943085,103.3856068974697
12714,1,0,56,114.66850377791397,66.37582751861359,48.29267625930038
12716,0,0,83,59.94914358088856,49.33610691696771,10.613036663920852
12719,0,0,14,72.79576154735577,43.8780362133304,28.91772533402537
12720,1,0,2,256.5749290195012,130.65201864429872,125.92291037520249
12721,1,0,29,110.66933086050562,83.86542857023314,26.80390229027249
12723,0,0,14,54.87144699729642,30.73969989820986,24.131747099086557
12724,0,0,31,89.04545827675416,56.740093167598985,32.305365109155176
12726,1,0,36,121.02827657194068,96.62629667489696,24.401979897043717
12727,1,0,45,205.28214010076664,136.5583837139733,68.72375638679333
12731,1,0,1,401.09087481912803,658.6977065571889,-257.60683173806086
12747,1,1,16,251.2821196438672,203.77845376358664,47.50366588028055
12748,1,1,1,385.7292039011179,506.44006849242385,-120.71086459130595
12749,1,1,80,98.77686921245933,85.47686985409263,13.299999358366705
12753,1,0,85,976.3753394669434,832.3580279391322,144.01731152781122
12757,1,0,0,171.57947634993135,117.95127255318862,53.62820379674274
12766,1,0,7,161.90229491821322,132.36456423880827,29.537730679404945
12775,1,0,139,120.81433029436242,61.13474774897463,59.67958254538779
12778,0,0,12,102.26788240446527,68.29916713779538,33.96871526666989
12779,1,0,139,218.79955842665711,146.4209140779097,72.3786443487474
12782,1,0,99,115.42021943027616,63.707842784965216,51.71237664531095
12783,1,0,3,148.43117789504618,97.5805149202686,50.85066297477758
12787,0,0,41,72.79718525745484,44.65123092053952,28.145954336915324
12798,1,0,120,1785.6694704898555,561.331041845619,1224.3384286442365
12808,0,0,134,74.24176146975189,59.63540475353225,14.606356716219643
12820,0,1,24,75.31375396871975,49.73737205219953,25.57638191652022
12826,0,1,21,98.27196491143872,68.12075262261827,30.151212288820446
12828,0,1,15,105.70861340753427,67.44944525337941,38.259168154154864
12830,1,1,40,1804.8898483778594,751.7062471420959,1053.1836012357635
12832,0,1,48,51.574470305634684,38.146699880526945,13.427770425107738
12838,0,1,323,36.23484864963982,27.130765485591393,9.10408316404843
12839,1,1,21,143.45258556191985,89.33369692790086,54.11888863401899
12841,1,1,1,220.7198600939365,109.99867180560607,110.72118828833042
12844,0,1,80,28.214049459288788,26.719441410845413,1.494608048443375
12849,0,1,218,81.1025295607515,48.65294403213388,32.449585528617625
12856,0,1,6,47.42962634049861,37.693719976176126,9.735906364322481
12865,0,0,73,84.35280162503236,70.50926196369086,13.843539661341495
12867,1,1,46,64.43889163586489,61.277034104230125,3.161857531634766
12877,1,1,28,88.64861034294704,64.32693481426163,24.321675528685404
12879,0,1,31,269.6512790544847,286.2026490221922,-16.5513699677075
12883,0,1,38,55.81324405900782,40.75047765225985,15.062766406747969
12895,0,1,36,64.44077088755682,44.58519610741659,19.85557478014023
12901,1,1,4,1823.244866433197,894.9639850188654,928.2808814143317
12904,0,1,122,37.37218825500396,32.036529165836306,5.335659089167656
12906,1,1,27,150.56709115305475,168.66925296256414,-18.102161809509397
12909,1,1,37,104.46494950759381,62.00271791524154,42.462231592352275
12910,1,1,14,203.26687681231627,189.45270031641172,13.814176495904547
12913,0,1,232,256.7664363553777,201.46194092640184,55.30449542897588
12919,0,1,66,105.43957993853877,55.90128965545035,49.53829028308842
12921,1,1,33,370.667857350783,529.3353054795825,-158.66744812879955
12925,0,1,24,78.30839464949449,45.01068128986549,33.297713359629
12928,1,1,97,102.39638584174222,58.18684439340227,44.20954144833995
12931,1,1,17,1823.244866433197,894.9639850188654,928.2808814143317
12933,0,1,120,34.55650228259896,33.1753519291165,1.381150353482461
12935,1,1,59,106.17307495080368,64.66485045073252,41.508224500071165
12936,0,1,28,94.47231827134216,71.06594256703565,23.406375704306512
12937,0,1,20,70.66479420775053,33.883396340218255,36.78139786753228
12944,0,1,304,81.84618851589249,43.91108615062612,37.935102365266374
12948,1,1,8,124.56304828963262,73.11822605499074,51.444822234641876
12949,1,1,63,132.4814905146161,99.51714998809466,32.96434052652144
12951,0,1,123,104.29126282481452,68.66564772102036,35.62561510379416
12952,0,1,27,85.1296058318042,61.24177386382794,23.88783196797626
12955,1,1,1,157.53258988028992,112.75649434844517,44.776095531844746
12957,1,1,21,116.06528067930553,84.74728153858436,31.31799914072117
12962,0,1,63,52.66231120135628,45.499530318102785,7.162780883253497
12963,0,1,3,95.05374064735196,66.73145985044279,28.32228079690917
12970,0,1,272,29.041877295758713,25.223091337563744,3.818785958194969
12971,1,1,1,387.8557862503807,444.9626792942985,-57.10689304391781
12981,0,1,83,62.69778241779772,57.227313659161176,5.470468758636542
12989,1,1,3,1785.6694704898555,605.557407820241,1180.1120626696145
12990,0,1,135,109.33865990041134,103.15498285535733,6.1836770450540115
12991,0,1,61,55.103291858223514,31.696213803793288,23.407078054430226
12993,0,1,70,62.59472387394772,46.95531324260136,15.639410631346358
12994,0,1,69,61.735012643204534,56.445520392872844,5.289492250331691
12997,0,1,38,89.32708306398776,57.09974876906546,32.2273342949223
13001,1,1,107,259.191718357728,187.26082773895135,71.93089061877666
13004,1,1,13,156.73995018537659,109.80435392934764,46.935596256028944
13012,1,1,27,117.35267700484223,88.05179956452433,29.300877440317905
13013,1,1,14,156.2039898040056,119.27638247092473,36.92760733308087
13014,1,1,24,195.65075936858537,105.89551228494652,89.75524708363885
13018,1,1,13,281.2381685252544,146.3761886313004,134.86197989395401
13021,1,1,19,124.33421676238558,100.60216402124016,23.732052741145424
13026,0,1,42,117.9848797101932,84.6785803504034,33.306299359789804
13029,0,1,88,1476.2180919457526,537.2377294304634,938.9803625152891
13030,0,1,317,38.891532658732906,29.743025546172216,9.14850711256069
13046,0,1,215,48.23743666683572,35.100831595475455,13.136605071360265
13047,1,1,6,144.56176421654595,104.26496423744263,40.29679997910333
13048,1,1,63,66.54215505786841,37.43329056605851,29.108864491809904
13050,1,1,6,150.02428372642456,99.43430771212046,50.5899760143041
13058,0,1,8,90.66220078322687,64.37014728386406,26.292053499362808
13064,0,1,38,93.21961824208212,63.674255779423305,29.545362462658815
13068,0,1,269,1785.6694704898555,545.3236700722995,1240.345800417556
13069,1,1,3,266.44823158644044,201.70498478206434,64.7432468043761
13077,0,1,239,50.02205226404158,39.11090484510049,10.911147418941084
13078,1,1,0,383.4918999524779,280.7055999842353,102.78629996824264
13079,0,1,25,149.74679440667916,140.86754016861877,8.879254238060383
13081,1,1,93,325.5714009014481,503.2569384959376,-177.68553759448952
13083,0,1,25,55.85265084317138,32.43298433683236,23.41966650633902
13089,1,1,1,447.8543635395988,549.0051677742906,-101.1508042346918
13090,1,1,3,316.35515709106505,266.93841031385034,49.41674677721471
13094,1,1,29,311.3460388269719,320.7224201393256,-9.376381312353715
13097,1,1,27,120.91531159568798,82.26226822511543,38.65304337057255
13098,1,1,10,456.6404435426448,566.7190836394132,-110.07864009676837
13102,1,1,30,268.97303214613515,140.53968143741517,128.43335070871998
13104,0,1,35,178.9808814622443,139.59633865554756,39.38454280669674
13107,1,1,35,126.03339406938667,64.66382259569404,61.36957147369263
13110,1,1,2,80.47512524588657,51.85400210507359,28.621123140812983
13113,1,1,11,441.05247869813115,439.6278406065154,1.4246380916157477
13115,1,1,6,102.06336823256784,69.64736386426605,32.416004368301785
13117,0,1,71,63.294976005468634,59.760421699402265,3.5345543060663687
13118,0,1,158,88.19135034447818,64.86754525251882,23.323805091959358
13126,1,1,22,99.93691637414814,82.37637740368191,17.560538970466226
13131,0,1,20,118.25924828223452,72.40645942344626,45.85278885878826
13137,1,1,42,52.14759769040781,40.96094826402046,11.186649426387348
13138,0,1,29,79.24220663951353,45.653551795336824,33.5886548441767
13139,1,1,22,174.34012998968748,131.04608344263866,43.29404654704882
13145,0,1,41,888.0311992514877,480.0673441689086,407.9638550825791
13147,0,1,49,1668.0527757269929,545.3236700722995,1122.7291056546933
13148,1,1,83,76.21118035721756,74.57031660650017,1.6408637507173864
13149,1,1,56,104.66355142396554,54.973800755258026,49.68975066870752
13155,0,1,29,69.1540310045097,46.42496827240253,22.729062732107174
13157,0,1,90,89.6723839802546,53.19748214465545,36.47490183559914
13159,1,1,0,79.23701601939302,41.78071042212189,37.45630559727113
13165,0,1,301,116.08564634232884,56.707215727332176,59.37843061499667
13167,0,1,16,71.47646951908627,37.36317981567015,34.113289703416115
13168,0,1,149,51.384432420182975,39.000190355910924,12.384242064272051
13171,0,1,249,30.344888658491517,27.29646460205094,3.0484240564405773
13173,0,1,317,32.271792379581484,32.2508925080867,0.020899871494783895
13174,1,1,265,56.95077779735133,35.60748502343322,21.343292773918108
13178,1,1,23,169.9370622034753,132.00258846754676,37.93447373592855
13183,1,1,36,243.8820037383577,194.83347086423726,49.04853287412044
13184,1,1,80,79.31925843114372,55.323096211603456,23.996162219540267
13186,1,1,43,99.21378555133278,55.10371070665418,44.1100748446786
13189,0,1,65,34.782890775560055,24.7539496756154,10.028941099944657
13196,1,1,34,94.5034964534174,61.35609999665833,33.14739645675907
13198,1,1,70,82.98588726726457,80.4576105098469,2.5282767574176717
13199,1,1,0,406.22270180531046,358.57898303213676,47.6437187731737
13200,0,1,24,86.63661829481984,59.80386974835948,26.83274854646036
13203,0,1,70,59.310271840273906,47.53895071730097,11.771321122972935
13207,0,1,100,121.5882092417439,131.25007108995234,-9.661861848208446
13209,1,1,78,137.08954594563306,86.74487783689668,50.344668108736386
13211,0,1,44,81.99713130393843,53.61762660460298,28.37950469933545
13212,0,1,10,25.57201571392136,26.399001659204014,-0.8269859452826545
13225,1,1,10,1785.6694704898555,596.0359025300356,1189.6335679598199
13230,1,1,87,65.75500291903496,54.83652621576481,10.918476703270152
13232,0,1,48,52.25015473301399,43.4095164714349,8.840638261579095
13236,0,1,56,67.7599797934608,37.758813938442245,30.001165855018556
13238,0,1,113,67.69074724516385,50.41179289170093,17.27895435346292
13246,1,1,126,113.46602547537523,82.60859030682818,30.857435168547056
13247,0,1,1,91.14712240226464,63.738265771047395,27.408856631217247
13255,0,1,323,111.25801777864547,99.8764613032422,11.381556475403272
13258,0,1,155,53.932018545122666,48.306835666666196,5.625182878456471
13263,1,1,0,274.3927146556047,110.53582237957637,163.85689227602836
13266,1,1,25,131.8834834035682,115.58950835011167,16.29397505345652
13267,1,1,41,172.38378889914992,124.35450140297394,48.02928749617598
13268,1,1,34,61.65205688514472,48.76344979263722,12.888607092507499
13269,1,1,15,129.48111440813935,92.2574635528033,37.22365085533605
13272,0,1,39,66.3860526826561,53.72456798153818,12.66148470111792
13277,0,1,65,104.66349404723795,82.26574829597472,22.39774575126323
13282,0,1,112,110.72534556479322,86.17876967502927,24.546575889763943
13285,1,1,110,63.18916890014504,39.49636989240405,23.692799007740994
13292,0,1,233,80.68305204621174,51.74885832027929,28.934193725932452
13297,1,1,16,129.28972949205843,97.97166253362965,31.318066958428773
13305,1,1,42,204.26447691159495,87.45894391261815,116.8055329989768
13308,1,1,1,131.60587935836529,92.75831851269271,38.847560845672575
13309,0,1,38,63.66888409867295,36.1825494947046,27.486334603968345
13310,0,1,156,68.51806275310884,60.793510443520354,7.724552309588482
13311,0,1,100,74.00251574201849,40.85084776416551,33.15166797785298
13313,0,1,90,83.94166377713404,64.3410473836923,19.60061639344174
13314,0,1,13,67.255336311786,46.14005527770532,21.115281034080674
13316,1,1,29,282.4078990689211,480.5115031790458,-198.1036041101247
13319,1,1,16,297.38505003655234,147.40160992134713,149.9834401152052
13323,0,1,34,80.03532916273521,51.79052466519548,28.244804497539732
13324,1,1,39,860.771412404142,550.7327417982025,310.0386706059395
13327,1,1,62,227.02690721692997,141.6209248761837,85.40598234074628
13329,0,1,316,148.44564731644567,135.45604924024943,12.989598076196245
13340,1,1,55,313.7062045265042,433.59849904057825,-119.89229451407402
13350,0,1,29,71.65291604129128,45.72373134944524,25.92918469184604
13362,1,1,2,105.15950807324903,68.35200811616593,36.807499957083095
13365,0,1,167,83.80858714028078,56.53209762656217,27.27648951371861
13379,0,1,17,35.04041552790603,30.863644560799948,4.17677096710608
13381,1,1,38,120.93804314752094,111.98197163481326,8.95607151270768
13384,1,1,23,196.07641539161418,128.04837308923638,68.0280423023778
13389,0,1,24,77.54740990647255,51.7981295421699,25.74928036430265
13394,1,1,3,95.37400379928323,81.98418123444938,13.38982256483385
13396,0,1,269,106.96483162471363,48.23390565627631,58.73092596843731
13404,0,1,162,85.99040071798836,53.340005141866456,32.65039557612191
13408,1,1,16,483.71900862595714,586.9721173875504,-103.25310876159324
13410,0,1,24,140.297066727345,94.10659696958425,46.19046975776075
13416,0,1,30,104.2354302442893,52.77499826304475,51.460431981244554
13417,0,1,154,84.33030694007361,51.051950368602384,33.27835657147123
13418,1,1,10,238.37283614685137,142.2755250584856,96.09731108836576
13421,0,1,239,52.72075802979901,40.612746746766824,12.108011283032184
13426,1,1,14,165.1695990029756,130.9058098869584,34.26378911601719
13427,0,1,70,72.98247571448096,52.2276520437846,20.754823670696354
13429,0,1,10,69.08947220568848,29.86102721567353,39.22844499001495
13430,0,1,36,60.20932460227203,37.8349552059668,22.374369396305227
13435,1,1,24,150.332236445266,116.6123648018704,33.71987164339561
13437,1,1,48,109.88207842501778,51.39556102126185,58.48651740375593
13448,1,1,30,92.12806584409765,73.48464462424009,18.643421219857558
13450,1,1,39,179.1477642042346,97.41874976406874,81.72901444016586
13451,1,1,75,55.73231557648873,34.51149975157728,21.220815824911448
13455,0,1,316,90.76204762797471,45.05726099146609,45.70478663650862
13456,1,1,12,149.3361416971151,85.63938686090539,63.696754836209706
13458,1,1,15,247.97271477932793,172.22543903045965,75.74727574886828
13461,0,1,88,230.61192788975868,154.57320620050953,76.03872168924914
13468,1,1,8,280.924803800546,139.20396631360035,141.72083748694564
13477,1,1,7,126.7573189451715,91.32006853742766,35.437250407743846
13481,1,1,58,111.27032696609216,55.30407289500668,55.96625407108547
13488,1,1,22,182.42894397146327,138.53775493729017,43.891189034173095
13495,0,1,181,141.1062700874474,128.80847371970574,12.297796367741654
13496,0,1,309,80.51657397542367,39.30356710124449,41.21300687417918
13499,0,1,23,91.6254752912079,63.70902559474239,27.916449696465513
13500,0,1,72,60.718640014239185,51.10324521167399,9.615394802565191
13502,0,1,224,79.09233053743006,50.69749677282918,28.394833764600875
13507,1,1,47,79.57998797134861,60.19503936765327,19.384948603695342
13509,0,1,2,143.01121899525128,103.36804291475502,39.64317608049626
13510,0,1,45,63.19503549607708,33.49253526849022,29.70250022758686
13516,0,1,22,89.50620597619597,57.008980360915444,32.49722561528053
13523,1,1,149,104.32191825782698,60.4154602099009,43.90645804792608
13524,0,1,31,102.32218316533445,47.06004100952296,55.26214215581149
13525,0,1,197,1785.6694704898555,545.3236700722995,1240.345800417556
13527,1,1,39,69.67067909044583,67.96289261826425,1.7077864721815814
13534,1,1,3,281.53523597457735,140.41985035564994,141.1153856189274
13536,0,1,2,90.42270172354111,68.34846534716917,22.074236376371942
13538,0,1,44,256.3031727452032,145.62878088727467,110.67439185792853
13544,0,1,190,29.0704497607203,25.65615466998181,3.4142950907384915
13546,0,1,2,35.89648543991666,27.885562132533305,8.010923307383354
13549,0,1,13,119.27764908731557,75.32833862753643,43.94931045977914
13557,0,1,230,59.03188918894893,40.03237813109579,18.99951105785314
13558,0,1,11,32.0037208378737,24.638701680452673,7.3650191574210275
13565,0,1,284,43.45738104468462,34.1743094055731,9.283071639111519
13566,0,1,32,42.782836633267465,36.656621333232856,6.126215300034609
13569,0,1,317,28.992073286332754,27.4079089086172,1.584164377715556
13571,1,1,18,67.60107714364061,42.85281139233556,24.74826575130505
13573,0,1,202,48.84180330203453,39.992146604250664,8.849656697783864
13575,0,1,8,97.4095423583295,64.36084174058888,33.04870061774062
13576,1,1,1,341.1246078145899,272.28768172358286,68.83692609100706
13577,1,1,42,107.04404073466243,62.865883974590176,44.178156760072255
13579,0,1,318,80.46542432669406,51.74866435993977,28.716759966754296
13588,1,1,36,70.84116027508931,68.05850149899678,2.782658776092532
13589,0,1,129,67.88168475798057,53.229199215974944,14.652485542005621
13590,1,1,1,144.920361427238,108.31948798536827,36.60087344186972
13592,0,1,155,67.38104988862133,53.046739923086555,14.334309965534779
13599,1,1,34,205.95790418546642,127.90365123456563,78.05425295090079
13601,0,1,160,50.225443238142574,42.13369533729041,8.091747900852162
13606,0,1,193,34.60275624412559,23.601521034620706,11.00123520950488
13610,0,1,3,51.51979353995778,45.38666822357413,6.133125316383655
13614,1,1,39,68.52427517799467,48.8231707867668,19.701104391227865
13617,0,1,63,54.80224555586622,33.39290782223652,21.409337733629698
13623,0,1,159,51.400949573357394,41.05517103591632,10.345778537441078
13629,1,1,13,1596.028028857593,603.2455615972355,992.7824672603575
13630,1,1,25,181.66543598545152,101.45992413657531,80.20551184887621
13632,0,1,123,52.97236734204941,48.244548766738596,4.727818575310813
13634,1,1,36,67.26862467843345,38.907749908692054,28.3608747697414
13636,0,1,71,73.84596429955647,60.225972811400034,13.619991488156437
13643,0,1,48,65.67949397688224,47.84854646252917,17.83094751435307
13644,1,1,23,103.66336176762593,65.82365304796781,37.83970871965812
13647,1,1,21,103.5826138643564,71.61350667439463,31.969107189961775
13650,1,1,16,116.20123583826397,90.65194652376874,25.549289314495226
13652,0,1,206,81.01390625910295,56.713401532874016,24.300504726228937
13654,1,1,95,81.30345897979718,65.34846934939156,15.95498963040562
13657,0,1,151,71.81011369616445,57.278548213025985,14.531565483138465
13658,1,1,35,126.53950969832738,56.46956399585392,70.06994570247346
13668,1,1,6,214.15806930126107,121.2168920424267,92.94117725883437
13680,1,1,287,129.81552604992044,102.01188942852313,27.803636621397303
13681,0,1,18,86.30733857210367,47.55194140277099,38.75539716933268
13685,1,1,3,261.7679852282864,292.58475457980876,-30.81676935152234
13692,0,1,163,120.82980040353748,64.02013186537482,56.809668538162654
13694,1,1,21,1518.2010788289633,867.4643913294884,650.7366874994749
13695,1,1,13,253.60721730273417,153.08730239593496,100.51991490679922
13700,1,1,2,82.6803033505873,70.56943826616781,12.110865084419487
13704,1,1,8,121.97770133751762,78.05481784697851,43.92288349053911
13705,0,1,94,86.73550132354117,49.81665913389455,36.918842189646625
13709,1,1,14,131.70430663381612,85.00021049463699,46.70409613917913
13717,1,1,6,85.22215690821423,67.29861471411095,17.923542194103277
13719,0,1,6,102.11216725887023,61.92633766427191,40.18582959459832
13725,1,1,118,126.56805975700267,84.89508079746673,41.67297895953594
13726,0,1,50,56.32533796313501,32.48203301503458,23.84330494810043
13728,0,1,57,86.59083758010684,68.51372252539124,18.07711505471559
13735,1,1,125,66.19411355357414,35.08693225969091,31.10718129388323
13736,0,1,210,35.02060620227923,26.2900881720873,8.73051803019193
13742,1,1,39,77.18979258236944,67.0864897478025,10.103302834566932
13743,0,1,38,192.7937990586507,106.31309883837991,86.48070022027079
13755,0,1,0,47.26200981786954,33.18279232711798,14.07921749075156
13756,1,1,10,245.78370295784043,171.52838876881438,74.25531418902605
13758,1,1,150,154.21942681291586,95.44919387110255,58.770232941813305
13759,0,1,20,93.31111924741836,55.044320735268315,38.26679851215005
13767,1,1,10,423.8435383841543,513.4983689229147,-89.6548305387604
13769,1,1,42,139.03556778488186,88.18749675929051,50.84807102559135
13772,0,1,46,48.919570469366114,37.23511491496172,11.684455554404394
13777,1,1,7,1421.736969776348,854.8865528514232,566.8504169249247
13780,0,1,120,53.59043557858123,37.002456596621606,16.587978981959623
13782,0,1,18,63.398980886883606,38.11694979365868,25.28203109322493
13784,1,1,7,312.41147902215056,324.85348971487525,-12.442010692724693
13798,1,1,3,1549.3320808112999,891.7012221443639,657.630858666936
13804,1,1,28,112.059584027794,93.99412772115907,18.06545630663493
13808,1,1,15,129.0784117543909,75.13228480790416,53.94612694648676
13810,1,0,6,261.50906333360865,212.4087880974887,49.100275236119955
13812,0,0,13,69.7483615063207,45.231756497370675,24.51660500895003
